PolicyNo,CustomerID,ProductID,AgentID,StartDate,EndDate,Status
POL01086,CUST2488,PROD004,AGT056,2024-02-27,2025-02-21,Active
POL01087,CUST1662,PROD003,AGT017,2021-02-25,2022-02-20,Expired
POL01088,CUST0913,PROD016,AGT039,2022-06-09,2023-06-04,Expired
POL01089,CUST2992,PROD001,AGT006,2023-08-13,2025-08-02,Active
POL01090,CUST1991,PROD016,AGT071,2021-01-25,2022-01-20,Active
POL01091,CUST2026,PROD016,AGT063,2020-10-11,2021-04-09,Active
POL01092,CUST2643,PROD002,AGT109,2022-03-25,2023-03-20,Expired
POL01093,CUST2996,PROD003,AGT117,2021-03-28,2024-03-12,Active
POL01094,CUST2392,PROD019,AGT052,2021-07-10,2022-01-06,Active
POL01095,CUST0637,PROD006,AGT017,2021-05-07,2022-05-02,Expired
POL01096,CUST1862,PROD018,AGT015,2022-12-26,2023-06-24,Active
POL01097,CUST2556,PROD010,AGT017,2021-12-02,2022-11-27,Active
POL01098,CUST0398,PROD010,AGT052,2023-05-01,2025-04-20,Active
POL01099,CUST1859,PROD002,AGT036,2022-04-27,2023-04-22,Expired
POL01100,CUST1423,PROD009,AGT044,2025-03-31,2028-03-15,Active
POL01101,CUST2303,PROD016,AGT004,2020-05-29,2021-05-24,Cancelled
POL01102,CUST0627,PROD016,AGT064,2021-09-02,2024-08-17,Active
POL01103,CUST2505,PROD019,AGT038,2022-07-08,2023-07-03,Expired
POL01104,CUST0907,PROD013,AGT002,2023-07-17,2024-07-11,Active
POL01105,CUST2521,PROD001,AGT084,2022-09-20,2025-09-04,Active
POL01106,CUST0256,PROD008,AGT045,2022-03-22,2023-03-17,Active
POL01107,CUST2438,PROD001,AGT035,2022-01-17,2023-01-12,Active
POL01108,CUST1054,PROD015,AGT010,2020-09-26,2023-09-11,Expired
POL01109,CUST2315,PROD006,AGT008,2022-10-04,2023-09-29,Cancelled
POL01110,CUST1823,PROD008,AGT025,2020-10-28,2021-10-23,Active
POL01111,CUST1835,PROD014,AGT057,2024-05-28,2026-05-18,Active
POL01112,CUST2768,PROD006,AGT020,2020-11-04,2021-10-30,Active
POL01113,CUST0147,PROD015,AGT004,2022-01-28,2023-01-23,Active
POL01114,CUST0937,PROD017,AGT108,2023-04-16,2024-04-10,Cancelled
POL01115,CUST2878,PROD004,AGT064,2024-05-10,2026-04-30,Expired
POL01116,CUST1566,PROD012,AGT046,2021-05-18,2022-05-13,Expired
POL01117,CUST2833,PROD005,AGT048,2021-11-18,2023-11-08,Expired
POL01118,CUST2471,PROD015,AGT099,2022-02-20,2023-02-15,Expired
POL01119,CUST2918,PROD005,AGT054,2024-08-28,2026-08-18,Expired
POL01120,CUST1944,PROD017,AGT040,2021-12-08,2022-06-06,Active
POL01121,CUST0756,PROD004,AGT094,2023-08-06,2025-07-26,Active
POL01122,CUST1476,PROD019,AGT115,2020-05-12,2021-05-07,Expired
POL01123,CUST0993,PROD018,AGT051,2020-08-26,2021-02-22,
POL01124,CUST1578,PROD002,AGT087,2025-02-13,2027-02-03,Expired
POL01125,CUST1909,PROD008,AGT065,2023-06-06,2024-05-31,Active
POL01126,CUST0160,PROD004,AGT045,2024-04-29,2025-04-24,Expired
POL01127,CUST2092,PROD010,AGT116,2020-05-09,2022-04-29,Expired
POL01128,CUST1003,PROD006,AGT083,2021-04-07,2022-04-02,Active
POL01129,CUST2118,PROD003,AGT085,2024-04-18,2027-04-03,Active
POL01130,CUST0773,PROD013,AGT111,2021-05-19,2024-05-03,Expired
POL01131,CUST2516,PROD014,AGT104,2025-02-16,2027-02-06,Active
POL01132,CUST1279,PROD006,AGT013,2021-04-02,2021-09-29,Active
POL01133,CUST0030,PROD018,AGT074,2023-03-09,2024-03-03,Active
POL01134,CUST0374,PROD018,AGT104,2023-02-23,2024-02-18,
POL01135,CUST0446,PROD011,AGT117,2022-02-26,2023-02-21,Active
POL01136,CUST1862,PROD010,AGT008,2024-07-26,2025-07-21,Expired
POL01137,CUST0451,PROD002,AGT065,2022-04-19,2024-04-08,Active
POL01138,CUST0686,PROD001,AGT114,2020-02-12,2022-02-01,Active
POL01139,CUST2396,PROD019,AGT018,2022-03-21,2024-03-10,Active
POL01140,CUST0414,PROD018,AGT101,2023-07-23,2024-07-17,Expired
POL01141,CUST0401,PROD005,AGT044,2020-07-03,2022-06-23,Active
POL01142,CUST2987,PROD007,AGT028,2021-08-04,2023-07-25,Cancelled
POL01143,CUST0163,PROD016,AGT008,2024-01-02,2024-12-27,Cancelled
POL01144,CUST1050,PROD001,AGT063,2021-01-16,2023-01-06,Expired
POL01145,CUST2373,PROD018,AGT099,2025-01-14,2026-01-09,Expired
POL01146,CUST2804,PROD005,AGT009,2024-06-09,2024-12-06,Expired
POL01147,CUST2756,PROD019,AGT039,2022-04-08,2022-10-05,Expired
POL01148,CUST1813,PROD014,AGT023,2022-01-04,2022-07-03,Active
POL01149,CUST2195,PROD005,AGT116,2024-03-25,2026-03-15,Expired
POL01150,CUST1425,PROD020,AGT098,2024-05-31,2026-05-21,Active
POL01151,CUST1668,PROD010,AGT088,2021-10-22,2023-10-12,Expired
POL01152,CUST0277,PROD010,AGT077,2021-05-03,2024-04-17,Cancelled
POL01153,CUST2275,PROD015,AGT108,2023-04-04,2024-03-29,Active
POL01154,CUST1439,PROD005,AGT119,2020-09-17,2021-09-12,Expired
POL01155,CUST1840,PROD015,AGT108,2020-12-16,2022-12-06,Active
POL01156,CUST1817,PROD003,AGT054,2021-09-22,2022-09-17,Active
POL01157,CUST0118,PROD003,AGT024,2020-09-21,2022-09-11,Expired
POL01158,CUST2594,PROD007,AGT062,2025-02-08,2028-01-24,Expired
POL01159,CUST0399,PROD015,AGT113,2023-03-25,2025-03-14,Expired
POL01160,CUST2471,PROD004,AGT116,2022-06-30,2024-06-19,Expired
POL01161,CUST0300,PROD013,AGT093,2023-08-20,2025-08-09,Expired
POL01162,CUST2926,PROD016,AGT054,2022-10-13,2025-09-27,Active
POL01163,CUST2291,PROD014,AGT082,2022-04-24,2022-10-21,Active
POL01164,CUST2201,PROD019,AGT115,2020-03-23,2020-09-19,Expired
POL01165,CUST2106,PROD001,AGT114,2020-08-21,2021-02-17,Active
POL01166,CUST1448,PROD013,AGT094,2022-01-06,2023-01-01,Active
POL01167,CUST1084,PROD011,AGT105,2020-11-05,2022-10-26,Active
POL01168,CUST1465,PROD006,AGT010,2020-09-02,2022-08-23,Expired
POL01169,CUST2138,PROD016,AGT004,2022-08-25,2023-02-21,Expired
POL01170,CUST2452,PROD017,AGT080,2023-02-27,2025-02-16,Expired
POL01171,CUST2939,PROD019,AGT079,2025-03-04,2027-02-22,Active
POL01172,CUST0943,PROD006,AGT086,2020-11-01,2022-10-22,Expired
POL01173,CUST1214,PROD010,AGT032,2021-10-23,2024-10-07,Active
POL01174,CUST2127,PROD017,AGT036,2020-03-13,2020-09-09,Expired
POL01175,CUST2215,PROD017,AGT009,2024-03-11,2024-09-07,Expired
POL01176,CUST0596,PROD002,AGT020,2021-01-20,2022-01-15,Active
POL01177,CUST2099,PROD012,AGT106,2024-10-12,2025-10-07,Active
POL01178,CUST1282,PROD005,AGT093,2022-11-02,2023-10-28,Active
POL01179,CUST0308,PROD020,AGT118,2023-01-04,2024-12-24,Cancelled
POL01180,CUST2283,PROD003,AGT039,2020-02-08,2021-02-02,Active
POL01181,CUST2447,PROD002,AGT060,2022-09-16,2023-03-15,Active
POL01182,CUST1147,PROD008,AGT119,2021-12-15,2023-12-05,Active
POL01183,CUST1723,PROD002,AGT109,2025-01-02,2026-12-23,Expired
POL01184,CUST2290,PROD020,AGT093,2023-06-29,2024-06-23,Cancelled
POL01185,CUST0734,PROD020,AGT013,2024-04-23,2027-04-08,Active
POL01186,CUST0743,PROD009,AGT002,2025-01-17,2026-01-12,Active
POL01187,CUST1067,PROD007,AGT119,2022-04-05,2023-03-31,Active
POL01188,CUST0346,PROD001,AGT092,2024-04-26,2027-04-11,Active
POL01189,CUST0074,PROD009,AGT101,2024-05-18,2025-05-13,Active
POL01190,CUST0958,PROD015,AGT021,2024-03-24,2025-03-19,
POL01191,CUST0780,PROD009,AGT057,2023-10-10,2026-09-24,Expired
POL01192,CUST0898,PROD014,AGT044,2025-06-08,2026-06-03,Cancelled
POL01193,CUST2309,PROD019,AGT095,2022-08-04,2023-01-31,Active
POL01194,CUST0792,PROD010,AGT042,2021-03-29,2023-03-19,Active
POL01195,CUST1440,PROD018,AGT008,2022-12-31,2023-12-26,Active
POL01196,CUST1957,PROD018,AGT069,2022-12-16,2024-12-05,Active
POL01197,CUST1721,PROD020,AGT097,2020-10-05,2021-09-30,Active
POL01198,CUST2270,PROD005,AGT108,2024-07-04,2025-06-29,Active
POL01199,CUST0108,PROD009,AGT084,2023-01-24,2025-01-13,Expired
POL01200,CUST1142,PROD001,AGT076,2023-09-24,2024-09-18,Active
POL01201,CUST0658,PROD011,AGT023,2023-07-06,2024-01-02,Active
POL01202,CUST0019,PROD003,AGT068,2025-02-11,2026-02-06,Expired
POL01203,CUST2217,PROD020,AGT070,2020-10-18,2021-10-13,Active
POL01204,CUST2077,PROD020,AGT084,2023-12-04,2025-11-23,Active
POL01205,CUST2467,PROD001,AGT055,2023-01-06,2024-01-01,Active
POL01206,CUST0428,PROD017,AGT009,2025-06-24,2027-06-14,Active
POL01207,CUST1096,PROD004,AGT076,2021-09-19,2022-09-14,Active
POL01208,CUST2052,PROD017,AGT016,2023-05-28,2024-05-22,Active
POL01209,CUST1025,PROD019,AGT004,2021-07-10,2022-07-05,Active
POL01210,CUST0226,PROD007,AGT086,2021-03-14,2022-03-09,Active
POL01211,CUST0331,PROD018,AGT089,2022-04-17,2024-04-06,Active
POL01212,CUST2430,PROD005,AGT046,2023-12-21,2024-12-15,Active
POL01213,CUST2657,PROD009,AGT092,2021-08-08,2023-07-29,Expired
POL01214,CUST2395,PROD003,AGT116,2020-12-06,2022-11-26,Expired
POL01215,CUST1661,PROD017,AGT075,2022-06-03,2024-05-23,Expired
POL01216,CUST2779,PROD010,AGT059,2021-11-22,2022-11-17,Expired
POL01217,CUST1101,PROD015,AGT067,2025-05-22,2027-05-12,Active
POL01218,CUST1629,PROD012,AGT027,2021-09-02,2023-08-23,Active
POL01219,CUST2580,PROD018,AGT043,2021-02-06,2022-02-01,Expired
POL01220,CUST1308,PROD009,AGT081,2022-07-30,2024-07-19,Cancelled
POL01221,CUST1185,PROD002,AGT064,2021-10-02,2022-09-27,Active
POL01222,CUST1805,PROD008,AGT054,2024-07-19,2025-01-15,Active
POL01223,CUST2963,PROD013,AGT065,2024-02-15,2025-02-09,Active
POL01224,CUST2190,PROD020,AGT102,2023-04-02,2024-03-27,Active
POL01225,CUST2907,PROD003,AGT060,2021-10-15,2022-10-10,Active
POL01226,CUST1780,PROD013,AGT008,2024-08-24,2026-08-14,Active
POL01227,CUST1203,PROD009,AGT051,2020-12-12,2021-12-07,Active
POL01228,CUST1290,PROD009,AGT033,2025-04-30,2027-04-20,Active
POL01229,CUST1303,PROD020,AGT089,2023-02-26,2023-08-25,Expired
POL01230,CUST2730,PROD018,AGT061,2025-05-11,2027-05-01,Active
POL01231,CUST0929,PROD002,AGT076,2020-03-09,2022-02-27,Expired
POL01232,CUST1735,PROD019,AGT055,2023-08-28,2025-08-17,Active
POL01233,CUST0720,PROD013,AGT012,2024-03-27,2025-03-22,Expired
POL01234,CUST1735,PROD004,AGT030,2021-07-31,2022-07-26,Expired
POL01235,CUST0679,PROD009,AGT025,2025-01-10,2026-12-31,Expired
POL01236,CUST1611,PROD017,AGT019,2020-12-16,2021-12-11,Active
POL01237,CUST2023,PROD020,AGT068,2024-06-04,2025-05-30,Expired
POL01238,CUST0383,PROD005,AGT095,2024-07-01,2025-06-26,Active
POL01239,CUST2154,PROD007,AGT101,2024-04-24,2025-04-19,Active
POL01240,CUST2233,PROD008,AGT019,2020-11-17,2022-11-07,Expired
POL01241,CUST2474,PROD009,AGT022,2024-01-25,2025-01-19,Active
POL01242,CUST2945,PROD018,AGT109,2020-08-23,2021-08-18,Expired
POL01243,CUST0780,PROD003,AGT096,2022-12-18,2024-12-07,Active
POL01244,CUST2281,PROD018,AGT115,2024-09-13,2025-09-08,Active
POL01245,CUST2987,PROD013,AGT078,2022-09-06,2024-08-26,Active
POL01246,CUST2443,PROD003,AGT015,2024-10-03,2025-09-28,Cancelled
POL01247,CUST2474,PROD020,AGT103,2025-04-21,2027-04-11,Expired
POL01248,CUST2229,PROD008,AGT079,2021-01-04,2021-12-30,Active
POL01249,CUST0965,PROD006,AGT022,2023-04-15,2024-04-09,Expired
POL01250,CUST0125,PROD018,AGT111,2022-05-31,2023-05-26,Active
POL01251,CUST2604,PROD002,AGT009,2022-09-14,2025-08-29,Active
POL01252,CUST2788,PROD011,AGT036,2022-02-26,2022-08-25,Active
POL01253,CUST1539,PROD014,AGT088,2024-01-27,2027-01-11,Cancelled
POL01254,CUST1781,PROD020,AGT068,2025-05-12,2027-05-02,Expired
POL01255,CUST2134,PROD002,AGT072,2020-05-16,2021-05-11,Active
POL01256,CUST1206,PROD006,AGT078,2024-02-29,2026-02-18,Expired
POL01257,CUST1659,PROD019,AGT116,2020-08-11,2021-08-06,Active
POL01258,CUST1902,PROD004,AGT108,2022-04-04,2023-03-30,Expired
POL01259,CUST0116,PROD011,AGT053,2022-02-27,2023-02-22,Active
POL01260,CUST0056,PROD017,AGT067,2024-12-15,2026-12-05,Expired
POL01261,CUST1727,PROD013,AGT110,2021-06-28,2024-06-12,Expired
POL01262,CUST1683,PROD010,AGT043,2022-09-27,2023-09-22,Cancelled
POL01263,CUST1514,PROD005,AGT035,2020-11-11,2023-10-27,Active
POL01264,CUST0503,PROD012,AGT027,2020-11-29,2021-05-28,Expired
POL01265,CUST2164,PROD011,AGT088,2021-02-08,2023-01-29,Active
POL01266,CUST1690,PROD020,AGT037,2021-04-21,2022-04-16,Active
POL01267,CUST0424,PROD001,AGT077,2024-07-24,2025-07-19,Active
POL01268,CUST1765,PROD008,AGT060,2021-11-16,2022-11-11,Cancelled
POL01269,CUST0676,PROD001,AGT074,2021-05-24,2023-05-14,Expired
POL01270,CUST1723,PROD002,AGT043,2022-12-02,2024-11-21,Active
POL01271,CUST0274,PROD004,AGT009,2024-12-29,2026-12-19,Expired
POL01272,CUST2244,PROD012,AGT010,2022-01-05,2023-12-26,Cancelled
POL01273,CUST2258,PROD008,AGT035,2023-02-26,2024-02-21,Active
POL01274,CUST1256,PROD015,AGT017,2024-09-12,2025-09-07,Active
POL01275,CUST1760,PROD012,AGT070,2021-07-02,2023-06-22,Active
POL01276,CUST0800,PROD006,AGT111,2025-06-23,2026-06-18,Active
POL01277,CUST2696,PROD004,AGT041,2025-02-20,2026-02-15,Active
POL01278,CUST2288,PROD005,AGT043,2022-09-10,2023-03-09,Expired
POL01279,CUST0394,PROD003,AGT111,2020-06-01,2021-05-27,Expired
POL01280,CUST1464,PROD019,AGT050,2021-06-20,2023-06-10,Active
POL01281,CUST0210,PROD011,AGT033,2022-08-19,2023-08-14,Active
POL01282,CUST1699,PROD005,AGT075,2023-11-01,2025-10-21,Cancelled
POL01283,CUST0337,PROD006,AGT046,2023-08-10,2024-08-04,Active
POL01284,CUST1630,PROD017,AGT081,2022-11-27,2023-11-22,Expired
POL01285,CUST2586,PROD004,AGT045,2021-12-18,2024-12-02,Cancelled
POL01286,CUST2994,PROD002,AGT060,2023-09-27,2024-09-21,Active
POL01287,CUST2322,PROD006,AGT037,2025-01-09,2027-12-25,Active
POL01288,CUST0548,PROD019,AGT015,2024-11-12,2026-11-02,Active
POL01289,CUST1285,PROD019,AGT081,2024-06-26,2026-06-16,Active
POL01290,CUST0023,PROD018,AGT023,2023-07-11,2025-06-30,Active
POL01291,CUST1247,PROD007,AGT056,2022-12-01,2025-11-15,Active
POL01292,CUST0445,PROD013,AGT040,2020-04-09,2021-04-04,Expired
POL01293,CUST1693,PROD015,AGT017,2023-01-02,2023-07-01,Active
POL01294,CUST2768,PROD003,AGT025,2024-07-08,2025-07-03,Active
POL01295,CUST2278,PROD019,AGT064,2022-09-30,2023-03-29,Expired
POL01296,CUST2128,PROD019,AGT118,2020-06-24,2021-06-19,Expired
POL01297,CUST1563,PROD011,AGT092,2023-09-26,2026-09-10,Expired
POL01298,CUST2545,PROD008,AGT053,2023-02-23,2024-02-18,Active
POL01299,CUST1868,PROD015,AGT015,2023-01-10,2024-01-05,Active
POL01300,CUST1728,PROD003,AGT116,2023-03-29,2025-03-18,Active
POL01301,CUST0061,PROD003,AGT097,2022-04-11,2024-03-31,Active
POL01302,CUST0774,PROD011,AGT005,2022-04-08,2023-04-03,Active
POL01303,CUST0368,PROD007,AGT002,2021-12-16,2023-12-06,Active
POL01304,CUST1010,PROD009,AGT091,2025-01-04,2025-12-30,Active
POL01305,CUST1132,PROD004,AGT098,2025-02-24,2027-02-14,Active
POL01306,CUST2334,PROD018,AGT111,2022-07-19,2023-07-14,Active
POL01307,CUST1745,PROD020,AGT102,2021-09-13,2024-08-28,Expired
POL01308,CUST0171,PROD018,AGT102,2020-06-27,2021-06-22,Cancelled
POL01309,CUST0495,PROD016,AGT069,2021-07-22,2023-07-12,Active
POL01310,CUST0210,PROD020,AGT011,2024-07-30,2025-07-25,Expired
POL01311,CUST1502,PROD010,AGT064,2023-02-05,2026-01-20,Expired
POL01312,CUST0558,PROD015,AGT044,2024-03-17,2025-03-12,Active
POL01313,CUST0024,PROD003,AGT117,2024-09-10,2025-09-05,Expired
POL01314,CUST0585,PROD001,AGT055,2022-09-22,2023-09-17,Cancelled
POL01315,CUST2120,PROD015,AGT112,2023-08-08,2025-07-28,Active
POL01316,CUST0369,PROD010,AGT088,2024-07-03,2025-06-28,Cancelled
POL01317,CUST1588,PROD017,AGT008,2023-05-04,2023-10-31,Expired
POL01318,CUST0839,PROD003,AGT050,2024-07-30,2026-07-20,Expired
POL01319,CUST2438,PROD003,AGT074,2022-07-04,2025-06-18,Active
POL01320,CUST1138,PROD013,AGT090,2020-09-14,2022-09-04,Expired
POL01321,CUST1841,PROD003,AGT066,2023-03-08,2023-09-04,Active
POL01322,CUST2791,PROD008,AGT087,2022-07-04,2023-06-29,Expired
POL01323,CUST2394,PROD010,AGT103,2022-01-11,2024-01-01,Expired
POL01324,CUST2525,PROD004,AGT095,2021-10-16,2024-09-30,Active
POL01325,CUST1429,PROD012,AGT099,2020-06-22,2022-06-12,Cancelled
POL01326,CUST1956,PROD005,AGT092,2022-08-29,2025-08-13,
POL01327,CUST1074,PROD011,AGT072,2024-02-13,2026-02-02,Expired
POL01328,CUST0479,PROD011,AGT108,2024-06-11,2025-06-06,Expired
POL01329,CUST0816,PROD015,AGT005,2020-10-29,2022-10-19,Expired
POL01330,CUST1392,PROD018,AGT118,2024-10-03,2027-09-18,Cancelled
POL01331,CUST2525,PROD010,AGT051,2021-11-10,2022-11-05,Active
POL01332,CUST1445,PROD006,AGT092,2024-05-25,2027-05-10,Expired
POL01333,CUST1982,PROD020,AGT028,2023-10-26,2025-10-15,Active
POL01334,CUST0983,PROD007,AGT020,2023-10-04,2025-09-23,Active
POL01335,CUST2128,PROD005,AGT053,2020-02-21,2022-02-10,Expired
POL01336,CUST2960,PROD014,AGT034,2021-01-10,2022-12-31,Expired
POL01337,CUST2121,PROD015,AGT051,2021-01-12,2022-01-07,Active
POL01338,CUST0703,PROD008,AGT046,2023-11-04,2026-10-19,Active
POL01339,CUST1404,PROD012,AGT100,2023-08-18,2024-08-12,Expired
POL01340,CUST2839,PROD018,AGT072,2020-08-30,2022-08-20,Active
POL01341,CUST0214,PROD019,AGT104,2020-11-08,2021-11-03,Active
POL01342,CUST0866,PROD008,AGT093,2023-07-01,2025-06-20,Expired
POL01343,CUST1776,PROD020,AGT028,2023-04-16,2023-10-13,Active
POL01344,CUST1183,PROD004,AGT025,2022-04-27,2025-04-11,Cancelled
POL01345,CUST0030,PROD005,AGT098,2022-04-21,2023-04-16,Active
POL01346,CUST2860,PROD004,AGT076,2021-06-14,2024-05-29,Expired
POL01347,CUST2820,PROD009,AGT006,2020-08-06,2022-07-27,Active
POL01348,CUST2517,PROD012,AGT074,2021-01-13,2022-01-08,Active
POL01349,CUST0011,PROD010,AGT105,2021-07-24,2022-07-19,Active
POL01350,CUST1024,PROD017,AGT095,2024-09-12,2025-09-07,Active
POL01351,CUST1612,PROD005,AGT113,2024-10-31,2025-10-26,Cancelled
POL01352,CUST0907,PROD010,AGT079,2023-09-06,2024-08-31,Expired
POL01353,CUST2423,PROD005,AGT050,2024-08-06,2027-07-22,Expired
POL01354,CUST1947,PROD015,AGT039,2021-03-13,2021-09-09,Active
POL01355,CUST2021,PROD004,AGT055,2021-08-14,2022-08-09,Expired
POL01356,CUST0942,PROD019,AGT098,2024-02-12,2025-02-06,Active
POL01357,CUST1568,PROD009,AGT050,2022-08-18,2024-08-07,Cancelled
POL01358,CUST1992,PROD001,AGT114,2025-05-09,2028-04-23,Active
POL01359,CUST2916,PROD010,AGT024,2020-05-17,2022-05-07,Active
POL01360,CUST0155,PROD012,AGT097,2022-06-18,2023-06-13,Active
POL01361,CUST2356,PROD007,AGT023,2022-10-27,2025-10-11,Active
POL01362,CUST0439,PROD017,AGT068,2024-04-30,2026-04-20,Cancelled
POL01363,CUST1202,PROD003,AGT069,2022-11-29,2024-11-18,Active
POL01364,CUST0197,PROD008,AGT075,2021-10-05,2023-09-25,Active
POL01365,CUST1930,PROD002,AGT011,2022-08-15,2023-08-10,Active
POL01366,CUST0917,PROD012,AGT017,2024-07-06,2025-07-01,Expired
POL01367,CUST0514,PROD008,AGT025,2022-04-15,2023-04-10,Active
POL01368,CUST1112,PROD010,AGT021,2024-12-07,2026-11-27,Active
POL01369,CUST1314,PROD010,AGT083,2022-08-27,2023-02-23,Active
POL01370,CUST0066,PROD011,AGT002,2020-10-23,2021-04-21,Expired
POL01371,CUST1141,PROD004,AGT113,2024-06-25,2024-12-22,Active
POL01372,CUST1777,PROD016,AGT114,2021-03-17,2023-03-07,Active
POL01373,CUST2002,PROD002,AGT030,2022-05-02,2023-04-27,Active
POL01374,CUST1172,PROD005,AGT071,2020-03-31,2022-03-21,Active
POL01375,CUST0671,PROD013,AGT115,2022-08-05,2024-07-25,Expired
POL01376,CUST2621,PROD002,AGT055,2022-06-04,2024-05-24,Cancelled
POL01377,CUST0143,PROD015,AGT114,2020-12-08,2022-11-28,Active
POL01378,CUST1529,PROD012,AGT083,2020-12-08,2021-06-06,Cancelled
POL01379,CUST1805,PROD015,AGT112,2024-07-18,2025-01-14,Active
POL01380,CUST0881,PROD019,AGT119,2021-12-24,2022-12-19,Expired
POL01381,CUST2470,PROD013,AGT020,2022-01-27,2023-01-22,Active
POL01382,CUST1674,PROD014,AGT036,2025-04-16,2027-04-06,Active
POL01383,CUST0471,PROD018,AGT118,2020-06-27,2021-06-22,Expired
POL01384,CUST0230,PROD014,AGT006,2023-11-07,2026-10-22,Expired
POL01385,CUST1619,PROD016,AGT056,2020-07-03,2022-06-23,Expired
POL01386,CUST1538,PROD012,AGT057,2020-09-03,2022-08-24,Active
POL01387,CUST0621,PROD010,AGT086,2023-01-29,2024-01-24,Cancelled
POL01388,CUST0876,PROD013,AGT108,2025-03-01,2027-02-19,Cancelled
POL01389,CUST0484,PROD013,AGT074,2021-01-09,2022-01-04,Active
POL01390,CUST0688,PROD009,AGT104,2021-04-11,2022-04-06,Active
POL01391,CUST1991,PROD013,AGT055,2024-09-27,2026-09-17,Active
POL01392,CUST0373,PROD019,AGT091,2025-01-26,2026-01-21,Expired
POL01393,CUST0661,PROD007,AGT105,2020-02-13,2021-02-07,Expired
POL01394,CUST1426,PROD005,AGT059,2022-05-10,2024-04-29,Active
POL01395,CUST2966,PROD015,AGT037,2020-10-08,2023-09-23,Expired
POL01396,CUST2600,PROD008,AGT068,2023-12-08,2024-06-05,Active
POL01397,CUST0108,PROD004,AGT028,2022-04-13,2023-04-08,Active
POL01398,CUST1267,PROD008,AGT116,2023-02-24,2026-02-08,Expired
POL01399,CUST2116,PROD017,AGT012,2022-02-23,2024-02-13,Active
POL01400,CUST0656,PROD002,AGT056,2024-09-20,2025-09-15,Active
POL01401,CUST1169,PROD017,AGT071,2024-10-03,2026-09-23,Active
POL01402,CUST0351,PROD012,AGT018,2025-03-29,2026-03-24,Active
POL01403,CUST1653,PROD020,AGT011,2024-04-22,2027-04-07,Active
POL01404,CUST0493,PROD014,AGT076,2021-06-16,2021-12-13,Active
POL01405,CUST1510,PROD018,AGT108,2021-09-05,2022-03-04,Expired
POL01406,CUST2259,PROD008,AGT026,2024-04-26,2025-04-21,Active
POL01407,CUST1521,PROD014,AGT072,2022-07-19,2025-07-03,Expired
POL01408,CUST1899,PROD020,AGT028,2025-01-25,2025-07-24,Expired
POL01409,CUST1415,PROD006,AGT067,2020-09-07,2021-09-02,Expired
POL01410,CUST1484,PROD003,AGT030,2023-10-08,2024-10-02,Active
POL01411,CUST2248,PROD006,AGT008,2020-05-14,2021-05-09,Active
POL01412,CUST0420,PROD010,AGT114,2021-12-25,2023-12-15,Expired
POL01413,CUST0553,PROD002,AGT011,2020-05-18,2021-05-13,Active
POL01414,CUST2538,PROD005,AGT017,2021-09-23,2023-09-13,Expired
POL01415,CUST0298,PROD020,AGT099,2023-04-13,2025-04-02,Active
POL01416,CUST2414,PROD019,AGT109,2023-09-26,2024-09-20,Active
POL01417,CUST0744,PROD012,AGT071,2021-08-19,2023-08-09,Active
POL01418,CUST2019,PROD003,AGT043,2020-05-31,2023-05-16,Active
POL01419,CUST1300,PROD009,AGT063,2023-06-22,2024-06-16,Active
POL01420,CUST0407,PROD003,AGT078,2022-09-18,2023-03-17,Active
POL01421,CUST0381,PROD010,AGT097,2023-02-06,2024-02-01,Active
POL01422,CUST1242,PROD016,AGT043,2021-10-29,2023-10-19,Active
POL01423,CUST0865,PROD010,AGT007,2024-10-07,2025-10-02,Expired
POL01424,CUST0312,PROD004,AGT046,2021-09-06,2022-09-01,Active
POL01425,CUST2765,PROD013,AGT062,2023-09-30,2026-09-14,Expired
POL01426,CUST0319,PROD016,AGT010,2021-11-09,2022-11-04,Expired
POL01427,CUST2245,PROD019,AGT011,2022-01-13,2024-01-03,Active
POL01428,CUST0040,PROD018,AGT032,2021-08-26,2022-08-21,Active
POL01429,CUST2705,PROD009,AGT111,2022-05-04,2022-10-31,Active
POL01430,CUST2420,PROD002,AGT032,2022-02-07,2025-01-22,Active
POL01431,CUST0253,PROD008,AGT092,2021-07-29,2023-07-19,Active
POL01432,CUST2182,PROD015,AGT011,2021-12-20,2023-12-10,Expired
POL01433,CUST1998,PROD018,AGT091,2024-08-27,2027-08-12,Expired
POL01434,CUST0978,PROD014,AGT113,2022-05-05,2023-04-30,Expired
POL01435,CUST0197,PROD013,AGT067,2024-09-05,2025-08-31,Active
POL01436,CUST0143,PROD005,AGT002,2023-08-07,2024-02-03,Expired
POL01437,CUST0092,PROD016,AGT054,2022-03-19,2025-03-03,Active
POL01438,CUST2839,PROD004,AGT001,2021-11-05,2022-10-31,Active
POL01439,CUST2845,PROD001,AGT040,2021-05-11,2022-05-06,Active
POL01440,CUST1151,PROD008,AGT103,2024-06-11,2026-06-01,Active
POL01441,CUST0271,PROD004,AGT037,2023-04-17,2025-04-06,Active
POL01442,CUST2886,PROD009,AGT068,2020-07-31,2021-07-26,Active
POL01443,CUST1918,PROD004,AGT006,2022-03-03,2024-02-21,Active
POL01444,CUST2560,PROD007,AGT099,2022-10-22,2023-04-20,Active
