RenewalID,PolicyNo,RenewalDate,Amount,PaymentMethod
R02925,POL04042,07/07/2023,90000,USSD
R02926,POL04043,10/04/2023,"₦90,000",Transfer
R02927,POL04048,23/02/2022,60000,Cash
R02928,POL04049,10/11/2024,"₦120,000",Transfer
R02929,POL04050,14/04/2025,"₦90,000",USSD
R02930,POL04051,13/08/2024,45000,Transfer
R02931,POL04051,18/07/2025,,USSD
R02932,POL04052,14/06/2022,,Cash
R02933,POL04053,30/07/2024,120000,USSD
R02934,POL04057,12/10/2023,60000,USSD
R02935,POL04059,29/09/2024,90000,Transfer
R02936,POL04059,07/10/2025,180000,Transfer
R02937,POL04060,30/06/2024,60000,Transfer
R02938,POL04061,25/11/2022,90000,Cash
R02939,POL04062,21/09/2022,"₦60,000",Transfer
R02940,POL04063,18/08/2025,90000,Transfer
R02941,POL04064,25/12/2023,45000,Card
R02942,POL04065,02/12/2023,120000,USSD
R02943,POL04066,11/07/2027,60000,Transfer
R02944,POL04066,09/07/2028,120000,USSD
R02945,POL04067,05/04/2022,180000,Cash
R02946,POL04067,15/04/2023,120000,USSD
R02947,POL04068,20/09/2025,90000,Cash
R02948,POL04071,14/08/2021,60000,Cash
R02949,POL04071,10/08/2022,120000,Cash
R02950,POL04073,12/12/2021,,Cash
R02951,POL04073,09/12/2022,180000,USSD
R02952,POL04075,07/12/2020,120000,Card
R02953,POL04075,11/12/2021,,Card
R02954,POL04076,02/10/2023,120000,Transfer
R02955,POL04076,30/09/2024,45000,Transfer
R02956,POL04077,18/10/2023,60000,USSD
R02957,POL04078,17/03/2023,120000,Transfer
R02958,POL04078,24/03/2024,90000,Transfer
R02959,POL04079,14/12/2021,60000,Card
R02960,POL04080,01/08/2022,"₦180,000",Cash
R02961,POL04083,29/09/2023,90000,Transfer
R02962,POL04084,22/07/2024,90000,Transfer
R02963,POL04085,30/07/2026,45000,Card
R02964,POL04086,24/11/2025,90000,Card
R02965,POL04087,24/02/2026,90000,USSD
R02966,POL04088,17/06/2023,,Transfer
R02967,POL04089,03/02/2024,45000,Card
R02968,POL04089,06/02/2025,90000,Cash
R02969,POL04091,25/10/2026,180000,Cash
R02970,POL04092,02/03/2022,45000,Card
R02971,POL04092,01/03/2023,180000,Cash
R02972,POL04094,27/02/2026,180000,USSD
R02973,POL04097,28/11/2025,45000,Card
R02974,POL04097,31/10/2026,120000,Card
R02975,POL04099,28/03/2027,90000,Card
R02976,POL04101,02/09/2026,180000,Card
R02977,POL04102,21/12/2025,120000,Card
R02978,POL04104,25/05/2024,180000,Card
R02979,POL04106,16/06/2022,90000,Transfer
R02980,POL04107,04/04/2026,120000,USSD
R02981,POL04110,25/12/2020,180000,Card
R02982,POL04110,02/12/2021,45000,Card
R02983,POL04111,16/09/2024,90000,Cash
R02984,POL04112,08/03/2022,45000,Card
R02985,POL04113,28/02/2022,60000,USSD
R02986,POL04113,08/03/2023,90000,Card
R02987,POL04114,04/05/2024,"₦45,000",Card
R02988,POL04115,27/03/2025,45000,Transfer
R02989,POL04115,14/04/2026,,Cash
R02990,POL04116,02/08/2027,"₦45,000",Card
R02991,POL04117,27/09/2022,180000,USSD
R02992,POL04118,09/11/2023,120000,Cash
R02993,POL04120,11/05/2025,45000,Cash
R02994,POL04121,22/04/2025,45000,Transfer
R02995,POL04123,29/07/2023,120000,Transfer
R02996,POL04123,02/08/2024,180000,Card
R02997,POL04124,14/03/2026,45000,USSD
R02998,POL04125,04/04/2021,180000,Cash
R02999,POL04127,07/05/2022,45000,Cash
R03000,POL04127,29/05/2023,"₦45,000",Cash
R03001,POL04132,26/07/2023,180000,Cash
R03002,POL04134,15/12/2025,"₦120,000",Cash
R03003,POL04134,17/12/2026,45000,USSD
R03004,POL04136,19/12/2024,60000,Cash
R03005,POL04136,22/12/2025,90000,USSD
R03006,POL04138,02/05/2021,90000,Cash
R03007,POL04139,26/09/2022,"₦180,000",Cash
R03008,POL04139,26/09/2023,180000,USSD
R03009,POL04142,21/08/2024,120000,Cash
R03010,POL04144,17/06/2024,"₦60,000",Card
R03011,POL04148,03/03/2022,"₦90,000",Transfer
R03012,POL04149,24/06/2023,45000,Cash
R03013,POL04149,06/06/2024,60000,USSD
R03014,POL04150,24/10/2024,60000,Cash
R03015,POL04151,05/11/2023,180000,USSD
R03016,POL04151,13/11/2024,45000,Card
R03017,POL04152,04/08/2024,120000,USSD
R03018,POL04156,27/08/2023,45000,Card
R03019,POL04157,13/06/2024,60000,Transfer
R03020,POL04160,02/06/2026,,Transfer
R03021,POL04162,24/06/2024,,Transfer
R03022,POL04163,27/02/2021,"₦120,000",Card
R03023,POL04165,06/06/2026,180000,USSD
R03024,POL04167,24/08/2022,60000,Card
R03025,POL04168,24/06/2027,120000,Cash
R03026,POL04169,15/03/2027,90000,Transfer
R03027,POL04171,03/09/2024,45000,Transfer
R03028,POL04176,10/06/2024,45000,Transfer
R03029,POL04177,02/01/2025,120000,USSD
R03030,POL04179,09/05/2027,45000,Transfer
R03031,POL04181,18/10/2026,120000,Cash
R03032,POL04181,06/10/2027,180000,Card
R03033,POL04184,12/12/2026,60000,Card
R03034,POL04185,11/01/2023,45000,USSD
R03035,POL04186,03/08/2022,120000,USSD
R03036,POL04187,30/11/2025,90000,Card
R03037,POL04189,13/06/2023,120000,Transfer
R03038,POL04191,10/03/2025,120000,Cash
R03039,POL04192,29/03/2021,180000,USSD
R03040,POL04193,29/04/2023,60000,Cash
R03041,POL04194,21/08/2024,60000,Cash
R03042,POL04195,28/02/2024,120000,Transfer
R03043,POL04197,18/05/2022,60000,Cash
R03044,POL04198,16/12/2026,180000,USSD
R03045,POL04200,22/01/2023,90000,Cash
R03046,POL04203,07/01/2026,90000,Card
R03047,POL04205,09/12/2024,"₦45,000",Transfer
R03048,POL04205,11/12/2025,"₦90,000",USSD
R03049,POL04206,07/04/2025,90000,Cash
R03050,POL04207,29/04/2024,120000,Cash
R03051,POL04208,29/05/2024,180000,Transfer
R03052,POL04208,01/06/2025,90000,USSD
R03053,POL04210,01/09/2023,"₦45,000",Card
R03054,POL04211,02/02/2025,"₦180,000",Transfer
R03055,POL04212,06/04/2027,45000,Card
R03056,POL04212,01/05/2028,"₦45,000",USSD
R03057,POL04213,15/03/2025,90000,Card
R03058,POL04213,09/03/2026,45000,Cash
R03059,POL04214,30/08/2022,90000,Transfer
R03060,POL04217,21/07/2026,180000,USSD
R03061,POL04218,27/11/2024,120000,Cash
R03062,POL04219,01/07/2022,90000,USSD
R03063,POL04221,07/06/2022,45000,Card
R03064,POL04222,23/04/2027,120000,USSD
R03065,POL04223,06/05/2021,180000,USSD
R03066,POL04224,18/03/2025,45000,USSD
R03067,POL04225,14/06/2024,60000,USSD
R03068,POL04226,04/07/2024,120000,USSD
R03069,POL04227,12/02/2022,"₦120,000",Cash
R03070,POL04228,22/04/2026,90000,Cash
R03071,POL04229,15/01/2024,60000,Card
R03072,POL04230,27/09/2025,90000,Transfer
R03073,POL04231,02/01/2023,45000,USSD
R03074,POL04231,01/01/2024,180000,Card
R03075,POL04232,16/07/2024,45000,Card
R03076,POL04234,13/08/2023,60000,Cash
R03077,POL04235,09/06/2023,60000,USSD
R03078,POL04237,28/03/2021,180000,Transfer
R03079,POL04238,11/10/2022,"₦45,000",Cash
R03080,POL04239,31/12/2024,120000,Transfer
R03081,POL04244,06/04/2026,90000,Card
R03082,POL04247,11/07/2027,180000,Transfer
R03083,POL04247,02/07/2028,120000,Transfer
R03084,POL04248,01/01/2023,120000,Cash
R03085,POL04248,03/01/2024,180000,USSD
R03086,POL04250,16/06/2023,180000,Transfer
R03087,POL04251,08/09/2022,120000,USSD
R03088,POL04252,24/08/2026,90000,Transfer
R03089,POL04252,06/08/2027,120000,Transfer
R03090,POL04253,25/04/2025,45000,Card
R03091,POL04254,11/11/2022,,USSD
R03092,POL04255,23/08/2023,120000,Cash
R03093,POL04256,02/03/2025,120000,Card
R03094,POL04256,15/03/2026,"₦60,000",USSD
R03095,POL04262,02/05/2024,180000,USSD
R03096,POL04265,12/06/2023,60000,Transfer
R03097,POL04265,07/06/2024,120000,USSD
R03098,POL04267,18/10/2024,180000,Cash
R03099,POL04267,27/10/2025,45000,Card
R03100,POL04270,11/06/2027,45000,Transfer
R03101,POL04274,19/06/2024,90000,Cash
R03102,POL04275,28/11/2023,120000,Transfer
R03103,POL04276,21/05/2026,"₦45,000",Transfer
R03104,POL04277,16/04/2027,120000,Cash
R03105,POL04279,10/08/2023,120000,Card
R03106,POL04280,10/12/2024,180000,Transfer
R03107,POL04281,24/04/2023,90000,Cash
R03108,POL04282,13/03/2025,90000,Card
R03109,POL04283,05/01/2021,,Card
R03110,POL04285,14/07/2025,45000,Card
R03111,POL04287,27/12/2025,180000,Transfer
R03112,POL04288,22/09/2025,45000,USSD
R03113,POL04289,17/10/2025,180000,Card
R03114,POL04290,30/12/2021,180000,Card
R03115,POL04291,14/02/2023,90000,Card
R03116,POL04292,16/04/2026,45000,USSD
R03117,POL04293,30/12/2023,"₦180,000",Transfer
R03118,POL04294,18/01/2024,45000,Transfer
R03119,POL04295,10/05/2026,180000,Cash
R03120,POL04296,16/09/2024,90000,Transfer
R03121,POL04298,26/07/2025,180000,Card
R03122,POL04300,05/03/2028,60000,USSD
R03123,POL04301,13/08/2023,120000,Cash
R03124,POL04303,27/11/2020,180000,Transfer
R03125,POL04304,24/08/2023,"₦90,000",Transfer
R03126,POL04304,06/08/2024,120000,USSD
R03127,POL04305,03/07/2023,90000,Transfer
R03128,POL04306,07/09/2023,90000,Card
R03129,POL04307,03/06/2025,"₦180,000",Transfer
R03130,POL04309,28/02/2026,"₦180,000",Transfer
R03131,POL04309,09/02/2027,180000,Transfer
R03132,POL04311,08/11/2022,180000,USSD
R03133,POL04313,06/04/2026,60000,Card
R03134,POL04314,14/05/2025,,Cash
R03135,POL04315,24/11/2023,120000,Card
R03136,POL04316,09/12/2023,90000,Cash
R03137,POL04316,20/11/2024,180000,USSD
R03138,POL04318,22/03/2023,,Card
R03139,POL04318,17/03/2024,180000,Cash
R03140,POL04319,01/05/2022,45000,Transfer
R03141,POL04320,25/03/2026,120000,Cash
R03142,POL04322,21/09/2024,120000,Transfer
R03143,POL04323,06/02/2027,90000,Transfer
R03144,POL04324,04/03/2025,"₦180,000",USSD
R03145,POL04325,06/06/2024,45000,Card
R03146,POL04326,08/12/2023,120000,Cash
R03147,POL04327,11/03/2023,60000,Card
R03148,POL04328,19/06/2024,180000,Cash
R03149,POL04328,22/06/2025,120000,USSD
R03150,POL04329,01/03/2024,120000,Cash
R03151,POL04330,22/03/2025,60000,Transfer
R03152,POL04332,14/10/2025,"₦45,000",Cash
R03153,POL04333,12/11/2022,45000,Card
R03154,POL04334,22/12/2025,90000,Card
R03155,POL04334,23/12/2026,60000,Transfer
R03156,POL04335,30/05/2021,120000,Cash
R03157,POL04337,05/04/2021,45000,Transfer
R03158,POL04338,04/05/2025,"₦120,000",Cash
R03159,POL04339,30/05/2023,180000,Transfer
R03160,POL04340,03/11/2024,,Cash
R03161,POL04341,12/04/2027,60000,Cash
R03162,POL04343,02/01/2025,180000,Transfer
R03163,POL04345,05/05/2021,120000,USSD
R03164,POL04345,05/05/2022,180000,Cash
R03165,POL04346,19/10/2024,60000,Transfer
R03166,POL04348,16/07/2025,180000,Cash
R03167,POL04348,30/06/2026,180000,Cash
R03168,POL04350,07/02/2027,90000,Transfer
R03169,POL04351,21/04/2027,120000,Cash
R03170,POL04355,09/03/2027,120000,USSD
R03171,POL04356,22/05/2021,90000,Transfer
R03172,POL04357,28/06/2022,60000,USSD
R03173,POL04358,20/12/2026,180000,USSD
R03174,POL04359,08/11/2025,60000,Cash
R03175,POL04359,02/11/2026,60000,USSD
R03176,POL04360,27/02/2021,90000,Card
R03177,POL04361,06/08/2023,60000,Cash
R03178,POL04363,06/02/2022,45000,Transfer
R03179,POL04366,18/05/2024,180000,Transfer
R03180,POL04367,05/10/2024,180000,USSD
R03181,POL04367,18/10/2025,"₦45,000",Cash
R03182,POL04368,15/10/2023,45000,USSD
R03183,POL04368,12/10/2024,180000,Card
R03184,POL04369,22/03/2021,90000,Transfer
R03185,POL04370,07/09/2021,180000,Transfer
R03186,POL04370,22/08/2022,120000,USSD
R03187,POL04372,17/06/2026,45000,Transfer
R03188,POL04372,28/05/2027,90000,Card
R03189,POL04373,17/03/2023,180000,USSD
R03190,POL04374,29/04/2023,90000,Transfer
R03191,POL04375,15/01/2023,,Transfer
R03192,POL04378,24/05/2028,"₦45,000",Card
R03193,POL04379,21/01/2023,120000,USSD
R03194,POL04381,13/06/2022,90000,Cash
R03195,POL04382,16/12/2021,90000,USSD
R03196,POL04382,26/11/2022,60000,Cash
R03197,POL04383,25/05/2023,90000,USSD
R03198,POL04385,05/03/2023,90000,USSD
R03199,POL04388,12/12/2024,45000,USSD
R03200,POL04388,27/12/2025,90000,Card
R03201,POL04389,29/07/2022,90000,Cash
R03202,POL04389,11/07/2023,90000,USSD
R03203,POL04391,19/12/2023,180000,USSD
R03204,POL04394,09/06/2024,45000,Cash
R03205,POL04396,15/01/2022,45000,Transfer
R03206,POL04398,07/11/2024,90000,Cash
R03207,POL04399,29/01/2026,60000,USSD
R03208,POL04399,14/02/2027,90000,Cash
R03209,POL04402,15/03/2023,"₦120,000",Cash
R03210,POL04404,08/04/2024,120000,USSD
R03211,POL04405,04/01/2023,90000,Card
R03212,POL04406,03/02/2027,90000,Transfer
R03213,POL04406,06/02/2028,,Cash
R03214,POL04407,31/10/2023,180000,Cash
R03215,POL04409,01/05/2025,60000,Transfer
R03216,POL04410,29/07/2022,120000,Cash
R03217,POL04414,27/08/2023,90000,Transfer
R03218,POL04414,11/09/2024,180000,Cash
R03219,POL04416,03/10/2021,,Card
R03220,POL04418,15/08/2022,90000,USSD
R03221,POL04418,06/09/2023,90000,Cash
R03222,POL04419,17/06/2026,45000,Card
R03223,POL04420,17/04/2025,180000,USSD
R03224,POL04422,11/10/2024,90000,Card
R03225,POL04422,13/10/2025,45000,Transfer
R03226,POL04423,21/03/2024,60000,Card
R03227,POL04425,10/05/2021,"₦180,000",USSD
R03228,POL04427,28/10/2020,90000,Transfer
R03229,POL04428,09/12/2025,90000,USSD
R03230,POL04429,30/07/2023,90000,Transfer
R03231,POL04430,04/01/2025,120000,Transfer
R03232,POL04431,09/11/2025,90000,Cash
R03233,POL04434,06/01/2022,120000,Card
R03234,POL04436,14/01/2023,60000,Card
R03235,POL04437,23/09/2020,90000,Card
R03236,POL04442,03/06/2023,90000,Card
R03237,POL04443,21/07/2023,45000,Card
R03238,POL04444,22/10/2024,90000,USSD
R03239,POL04446,17/10/2023,180000,USSD
R03240,POL04446,22/09/2024,120000,Card
R03241,POL04448,10/12/2024,,USSD
R03242,POL04450,18/07/2024,60000,Transfer
R03243,POL04451,28/12/2026,60000,USSD
R03244,POL04452,21/12/2022,60000,Cash
R03245,POL04453,08/03/2022,180000,Cash
R03246,POL04454,24/03/2024,90000,USSD
R03247,POL04456,13/01/2027,,Cash
R03248,POL04457,12/11/2024,,Card
R03249,POL04457,13/11/2025,60000,USSD
R03250,POL04458,25/05/2025,90000,Transfer
R03251,POL04459,12/05/2026,90000,Cash
R03252,POL04460,26/01/2028,180000,USSD
R03253,POL04461,12/12/2025,60000,Card
R03254,POL04461,09/12/2026,"₦120,000",Transfer
R03255,POL04462,14/02/2022,"₦180,000",Card
R03256,POL04463,09/09/2024,"₦90,000",Transfer
R03257,POL04464,12/11/2022,60000,Transfer
R03258,POL04464,03/11/2023,90000,Card
R03259,POL04471,22/09/2025,60000,Card
R03260,POL04472,29/03/2027,90000,Transfer
R03261,POL04472,24/03/2028,60000,Cash
R03262,POL04473,04/10/2021,45000,Cash
R03263,POL04475,21/01/2022,60000,Transfer
R03264,POL04476,08/12/2023,"₦180,000",Card
R03265,POL04478,21/04/2023,45000,Cash
R03266,POL04479,16/07/2021,45000,Cash
R03267,POL04480,27/09/2022,120000,Cash
R03268,POL04483,07/10/2027,60000,Transfer
R03269,POL04484,02/03/2025,45000,Cash
R03270,POL04485,26/03/2025,45000,Cash
R03271,POL04485,30/03/2026,60000,Cash
R03272,POL04487,15/12/2023,180000,Card
R03273,POL04487,06/12/2024,45000,USSD
R03274,POL04488,03/07/2023,90000,Card
R03275,POL04490,06/06/2022,60000,Transfer
R03276,POL04493,14/01/2026,"₦45,000",Card
R03277,POL04494,13/06/2024,90000,Transfer
R03278,POL04497,29/10/2024,"₦60,000",Transfer
R03279,POL04498,03/02/2024,"₦60,000",Cash
R03280,POL04499,11/05/2025,"₦45,000",Transfer
R03281,POL04501,11/09/2023,45000,Card
R03282,POL04502,20/11/2021,90000,USSD
R03283,POL04502,30/11/2022,60000,Card
R03284,POL04507,10/05/2025,90000,USSD
R03285,POL04508,30/03/2023,60000,Card
R03286,POL04508,18/04/2024,180000,Cash
R03287,POL04510,18/01/2021,120000,Card
R03288,POL04511,04/11/2022,120000,Card
R03289,POL04513,08/09/2024,120000,USSD
R03290,POL04515,14/02/2022,180000,Card
R03291,POL04516,14/10/2026,60000,Card
R03292,POL04517,04/04/2022,120000,Transfer
R03293,POL04517,10/04/2023,90000,Cash
R03294,POL04519,20/03/2027,45000,Cash
R03295,POL04520,15/12/2022,90000,Transfer
R03296,POL04521,26/07/2024,180000,Transfer
R03297,POL04521,05/07/2025,,Cash
R03298,POL04522,07/07/2026,120000,Transfer
R03299,POL04523,28/12/2024,,Transfer
R03300,POL04525,31/07/2022,45000,Cash
R03301,POL04526,24/07/2023,45000,Transfer
R03302,POL04527,18/04/2027,180000,USSD
R03303,POL04528,26/02/2021,,Card
R03304,POL04530,06/02/2021,45000,Card
R03305,POL04531,27/11/2025,45000,USSD
R03306,POL04531,14/11/2026,180000,Cash
R03307,POL04532,06/07/2026,45000,Cash
R03308,POL04532,02/07/2027,60000,Transfer
R03309,POL04533,20/09/2024,60000,Transfer
R03310,POL04536,20/12/2023,180000,Card
R03311,POL04536,24/12/2024,45000,Cash
R03312,POL04537,15/01/2027,120000,Card
R03313,POL04539,06/03/2028,120000,USSD
R03314,POL04540,27/04/2024,45000,Cash
R03315,POL04542,27/04/2022,"₦180,000",Transfer
R03316,POL04542,09/05/2023,60000,Card
R03317,POL04543,29/07/2023,120000,Cash
R03318,POL04550,03/04/2023,60000,USSD
R03319,POL04551,08/10/2025,45000,Transfer
R03320,POL04553,17/02/2024,90000,Cash
R03321,POL04561,13/09/2022,45000,USSD
R03322,POL04562,10/05/2027,120000,Transfer
R03323,POL04564,24/02/2022,"₦180,000",USSD
R03324,POL04565,06/08/2020,60000,Cash
R03325,POL04565,27/08/2021,90000,USSD
R03326,POL04567,18/11/2025,45000,Transfer
R03327,POL04569,16/10/2021,60000,Card
R03328,POL04571,02/09/2022,"₦45,000",Cash
R03329,POL04572,13/05/2025,60000,Transfer
R03330,POL04574,27/03/2021,"₦120,000",USSD
R03331,POL04575,06/06/2023,60000,Card
R03332,POL04576,03/12/2022,180000,USSD
R03333,POL04579,24/08/2025,60000,Transfer
R03334,POL04583,24/08/2023,,Card
R03335,POL04584,02/10/2025,120000,USSD
R03336,POL04587,31/10/2021,45000,USSD
R03337,POL04593,16/08/2022,60000,Card
R03338,POL04593,25/08/2023,60000,Transfer
R03339,POL04595,25/10/2023,60000,Card
R03340,POL04597,26/01/2024,,Transfer
R03341,POL04598,16/06/2021,60000,Transfer
R03342,POL04599,15/03/2023,120000,Card
R03343,POL04600,13/07/2025,60000,Card
R03344,POL04600,12/07/2026,120000,USSD
R03345,POL04601,24/10/2024,180000,Card
R03346,POL04605,26/11/2022,180000,Cash
R03347,POL04605,01/12/2023,90000,Cash
R03348,POL04606,19/06/2025,90000,USSD
R03349,POL04608,21/12/2024,180000,Transfer
R03350,POL04612,26/08/2023,60000,Card
R03351,POL04612,26/08/2024,45000,USSD
R03352,POL04613,28/04/2024,120000,Cash
R03353,POL04613,29/04/2025,180000,Transfer
R03354,POL04614,04/02/2028,60000,USSD
R03355,POL04616,02/06/2026,180000,Cash
R03356,POL04618,20/06/2022,180000,Cash
R03357,POL04619,10/01/2027,60000,Cash
R03358,POL04620,02/11/2023,180000,Cash
R03359,POL04620,25/11/2024,"₦180,000",Card
R03360,POL04621,23/12/2026,120000,Transfer
R03361,POL04622,19/07/2023,"₦120,000",Transfer
R03362,POL04623,21/05/2023,180000,Cash
R03363,POL04624,20/08/2022,180000,Cash
R03364,POL04625,23/10/2023,"₦45,000",Card
R03365,POL04627,20/07/2022,120000,USSD
R03366,POL04629,26/08/2024,"₦60,000",Transfer
R03367,POL04629,26/08/2025,"₦90,000",Cash
R03368,POL04630,30/10/2026,120000,Card
R03369,POL04631,01/02/2025,180000,Cash
R03370,POL04633,03/04/2026,180000,Card
R03371,POL04634,30/06/2023,90000,Transfer
R03372,POL04639,19/07/2025,45000,Card
R03373,POL04640,02/07/2021,90000,Card
R03374,POL04640,09/07/2022,90000,USSD
R03375,POL04641,21/07/2025,"₦90,000",Card
R03376,POL04642,07/02/2022,"₦60,000",Cash
R03377,POL04643,09/07/2025,45000,USSD
R03378,POL04644,18/10/2022,90000,USSD
R03379,POL04645,21/12/2023,,Card
R03380,POL04646,31/08/2022,60000,Cash
R03381,POL04646,10/09/2023,,USSD
R03382,POL04647,12/10/2022,90000,Card
R03383,POL04648,18/01/2021,180000,Transfer
R03384,POL04649,11/01/2024,60000,Card
R03385,POL04650,21/03/2025,45000,Cash
R03386,POL04651,04/11/2023,45000,Transfer
R03387,POL04652,04/12/2022,90000,Cash
R03388,POL04653,17/02/2023,120000,Transfer
R03389,POL04655,15/09/2027,120000,Cash
R03390,POL04658,24/02/2022,90000,USSD
R03391,POL04661,21/12/2023,180000,Cash
R03392,POL04662,05/11/2025,60000,Card
R03393,POL04663,21/08/2024,180000,Cash
R03394,POL04663,24/08/2025,120000,USSD
R03395,POL04664,13/04/2022,90000,Transfer
R03396,POL04669,09/05/2026,120000,Transfer
R03397,POL04674,06/12/2023,,USSD
R03398,POL04675,24/06/2027,120000,Cash
R03399,POL04675,29/06/2028,120000,Card
R03400,POL04676,16/04/2027,"₦120,000",Cash
R03401,POL04677,19/01/2024,90000,USSD
R03402,POL04678,07/04/2026,60000,Transfer
R03403,POL04679,26/07/2023,120000,USSD
R03404,POL04680,10/10/2023,120000,USSD
R03405,POL04681,05/05/2022,120000,USSD
R03406,POL04681,16/05/2023,45000,USSD
R03407,POL04682,19/10/2022,90000,USSD
R03408,POL04682,01/11/2023,60000,USSD
R03409,POL04683,07/02/2021,45000,Transfer
R03410,POL04683,21/02/2022,45000,Card
R03411,POL04684,01/09/2024,"₦90,000",Card
R03412,POL04685,22/02/2022,90000,USSD
R03413,POL04689,16/05/2024,"₦60,000",Cash
R03414,POL04692,06/09/2022,60000,Transfer
R03415,POL04693,26/08/2022,180000,Cash
R03416,POL04695,10/04/2024,180000,USSD
R03417,POL04698,20/11/2023,60000,Card
R03418,POL04699,15/03/2021,60000,Cash
R03419,POL04703,30/03/2021,45000,Transfer
R03420,POL04703,02/04/2022,90000,USSD
R03421,POL04704,30/04/2022,"₦90,000",Transfer
R03422,POL04705,22/11/2024,180000,Transfer
R03423,POL04708,21/09/2022,180000,USSD
R03424,POL04712,05/09/2023,120000,Card
R03425,POL04712,06/09/2024,120000,Transfer
R03426,POL04714,24/05/2026,"₦45,000",Cash
R03427,POL04715,18/07/2022,"₦45,000",Transfer
R03428,POL04716,23/08/2023,90000,Transfer
R03429,POL04717,14/02/2026,45000,Transfer
R03430,POL04718,01/11/2025,180000,Card
R03431,POL04719,31/10/2025,120000,Cash
R03432,POL04721,08/03/2021,120000,Card
R03433,POL04724,24/10/2023,90000,Cash
R03434,POL04725,02/06/2024,180000,Cash
R03435,POL04727,20/05/2022,"₦45,000",Cash
R03436,POL04731,07/04/2022,120000,Cash
R03437,POL04732,05/09/2025,120000,Card
R03438,POL04734,09/09/2023,60000,Card
R03439,POL04738,07/12/2024,45000,Cash
R03440,POL04739,10/01/2023,180000,Cash
R03441,POL04740,07/05/2025,60000,Transfer
R03442,POL04740,07/05/2026,60000,USSD
R03443,POL04742,23/05/2024,120000,USSD
R03444,POL04743,01/08/2027,"₦120,000",USSD
R03445,POL04745,11/07/2026,90000,Cash
R03446,POL04746,29/10/2021,120000,Card
R03447,POL04746,11/11/2022,90000,Card
R03448,POL04747,31/08/2024,90000,USSD
R03449,POL04748,05/11/2021,180000,USSD
R03450,POL04749,03/05/2027,45000,Card
R03451,POL04750,29/01/2023,90000,Cash
R03452,POL04753,14/06/2025,120000,Transfer
R03453,POL04755,18/06/2024,"₦90,000",USSD
R03454,POL04756,06/02/2021,120000,Card
R03455,POL04757,17/02/2025,90000,USSD
R03456,POL04759,22/07/2021,45000,Cash
R03457,POL04760,24/02/2023,90000,Card
